iso3,source_id,source_name,gid,status,note,reviewed_by,reviewed_on
UGA,emdat,Northern,UGA.28_1,macro,"Uganda macro-region; the adm1 layer is the 2001-era district list, so 'Northern' expands to its districts.",manual review of crosswalk_unmatched,2026-08-24
UGA,emdat,Northern,UGA.33_1,macro,"Uganda macro-region; the adm1 layer is the 2001-era district list, so 'Northern' expands to its districts.",manual review of crosswalk_unmatched,2026-08-24
UGA,emdat,Northern,UGA.40_1,macro,"Uganda macro-region; the adm1 layer is the 2001-era district list, so 'Northern' expands to its districts.",manual review of crosswalk_unmatched,2026-08-24
UGA,emdat,Northern,UGA.41_1,macro,"Uganda macro-region; the adm1 layer is the 2001-era district list, so 'Northern' expands to its districts.",manual review of crosswalk_unmatched,2026-08-24
UGA,emdat,Northern,UGA.45_1,macro,"Uganda macro-region; the adm1 layer is the 2001-era district list, so 'Northern' expands to its districts.",manual review of crosswalk_unmatched,2026-08-24
UGA,emdat,Northern,UGA.47_1,macro,"Uganda macro-region; the adm1 layer is the 2001-era district list, so 'Northern' expands to its districts.",manual review of crosswalk_unmatched,2026-08-24
UGA,emdat,Northern,UGA.49_1,macro,"Uganda macro-region; the adm1 layer is the 2001-era district list, so 'Northern' expands to its districts.",manual review of crosswalk_unmatched,2026-08-24
UGA,emdat,Northern,UGA.58_1,macro,"Uganda macro-region; the adm1 layer is the 2001-era district list, so 'Northern' expands to its districts.",manual review of crosswalk_unmatched,2026-08-24
UGA,emdat,Western,UGA.5_1,macro,"Uganda macro-region; the adm1 layer is the 2001-era district list, so 'Western' expands to its districts.",manual review of crosswalk_unmatched,2026-08-24
UGA,emdat,Western,UGA.6_1,macro,"Uganda macro-region; the adm1 layer is the 2001-era district list, so 'Western' expands to its districts.",manual review of crosswalk_unmatched,2026-08-24
UGA,emdat,Western,UGA.9_1,macro,"Uganda macro-region; the adm1 layer is the 2001-era district list, so 'Western' expands to its districts.",manual review of crosswalk_unmatched,2026-08-24
UGA,emdat,Western,UGA.12_1,macro,"Uganda macro-region; the adm1 layer is the 2001-era district list, so 'Western' expands to its districts.",manual review of crosswalk_unmatched,2026-08-24
UGA,emdat,Western,UGA.13_1,macro,"Uganda macro-region; the adm1 layer is the 2001-era district list, so 'Western' expands to its districts.",manual review of crosswalk_unmatched,2026-08-24
UGA,emdat,Western,UGA.18_1,macro,"Uganda macro-region; the adm1 layer is the 2001-era district list, so 'Western' expands to its districts.",manual review of crosswalk_unmatched,2026-08-24
UGA,emdat,Western,UGA.19_1,macro,"Uganda macro-region; the adm1 layer is the 2001-era district list, so 'Western' expands to its districts.",manual review of crosswalk_unmatched,2026-08-24
UGA,emdat,Western,UGA.21_1,macro,"Uganda macro-region; the adm1 layer is the 2001-era district list, so 'Western' expands to its districts.",manual review of crosswalk_unmatched,2026-08-24
UGA,emdat,Western,UGA.24_1,macro,"Uganda macro-region; the adm1 layer is the 2001-era district list, so 'Western' expands to its districts.",manual review of crosswalk_unmatched,2026-08-24
UGA,emdat,Western,UGA.26_1,macro,"Uganda macro-region; the adm1 layer is the 2001-era district list, so 'Western' expands to its districts.",manual review of crosswalk_unmatched,2026-08-24
UGA,emdat,Western,UGA.30_1,macro,"Uganda macro-region; the adm1 layer is the 2001-era district list, so 'Western' expands to its districts.",manual review of crosswalk_unmatched,2026-08-24
UGA,emdat,Western,UGA.36_1,macro,"Uganda macro-region; the adm1 layer is the 2001-era district list, so 'Western' expands to its districts.",manual review of crosswalk_unmatched,2026-08-24
UGA,emdat,Western,UGA.39_1,macro,"Uganda macro-region; the adm1 layer is the 2001-era district list, so 'Western' expands to its districts.",manual review of crosswalk_unmatched,2026-08-24
UGA,emdat,Western,UGA.48_1,macro,"Uganda macro-region; the adm1 layer is the 2001-era district list, so 'Western' expands to its districts.",manual review of crosswalk_unmatched,2026-08-24
UGA,emdat,Western,UGA.52_1,macro,"Uganda macro-region; the adm1 layer is the 2001-era district list, so 'Western' expands to its districts.",manual review of crosswalk_unmatched,2026-08-24
UGA,emdat,Kigezi,UGA.12_1,macro,"Kigezi is a sub-region, not an admin-1 unit; it covers four south-western districts.",manual review of crosswalk_unmatched,2026-08-24
UGA,emdat,Kigezi,UGA.26_1,macro,"Kigezi is a sub-region, not an admin-1 unit; it covers four south-western districts.",manual review of crosswalk_unmatched,2026-08-24
UGA,emdat,Kigezi,UGA.19_1,macro,"Kigezi is a sub-region, not an admin-1 unit; it covers four south-western districts.",manual review of crosswalk_unmatched,2026-08-24
UGA,emdat,Kigezi,UGA.52_1,macro,"Kigezi is a sub-region, not an admin-1 unit; it covers four south-western districts.",manual review of crosswalk_unmatched,2026-08-24
UGA,emdat,Kigez,UGA.12_1,macro,Truncated spelling of Kigezi in the source text.,manual review of crosswalk_unmatched,2026-08-24
UGA,emdat,Kigez,UGA.26_1,macro,Truncated spelling of Kigezi in the source text.,manual review of crosswalk_unmatched,2026-08-24
UGA,emdat,Kigez,UGA.19_1,macro,Truncated spelling of Kigezi in the source text.,manual review of crosswalk_unmatched,2026-08-24
UGA,emdat,Kigez,UGA.52_1,macro,Truncated spelling of Kigezi in the source text.,manual review of crosswalk_unmatched,2026-08-24
UGA,emdat,Ntoroko,UGA.5_1,alias,Ntoroko district was carved from Bundibugyo in 2010; this layer predates it.,manual review of crosswalk_unmatched,2026-08-24
UGA,emdat,Ntokoro,UGA.5_1,alias,"Misspelling of Ntoroko, which was carved from Bundibugyo.",manual review of crosswalk_unmatched,2026-08-24
UGA,emdat,Bulambuli,UGA.54_1,alias,Bulambuli district was carved from Sironko in 2010; this layer predates it.,manual review of crosswalk_unmatched,2026-08-24
UGA,emdat,Mbale city,UGA.38_1,alias,Mbale city sits within Mbale district.,manual review of crosswalk_unmatched,2026-08-24
UGA,emdat,Mount Elgon sub-region,UGA.38_1,macro,Mount Elgon sub-region spans three eastern districts.,manual review of crosswalk_unmatched,2026-08-24
UGA,emdat,Mount Elgon sub-region,UGA.54_1,macro,Mount Elgon sub-region spans three eastern districts.,manual review of crosswalk_unmatched,2026-08-24
UGA,emdat,Mount Elgon sub-region,UGA.20_1,macro,Mount Elgon sub-region spans three eastern districts.,manual review of crosswalk_unmatched,2026-08-24
BDI,emdat,Bujumbura,BDI.2_1,alias,"Refers to the capital, whose admin-1 unit is Bujumbura Mairie.",manual review of crosswalk_unmatched,2026-08-24
BDI,emdat,Bujumbura Marie,BDI.2_1,alias,"Refers to the capital, whose admin-1 unit is Bujumbura Mairie.",manual review of crosswalk_unmatched,2026-08-24
BDI,emdat,Bujumbura town,BDI.2_1,alias,"Refers to the capital, whose admin-1 unit is Bujumbura Mairie.",manual review of crosswalk_unmatched,2026-08-24
BDI,emdat,Buterere,BDI.2_1,alias,Buterere is a commune of Bujumbura Mairie.,manual review of crosswalk_unmatched,2026-08-24
BDI,emdat,Kanyosha,BDI.2_1,alias,Kanyosha is a commune of Bujumbura Mairie.,manual review of crosswalk_unmatched,2026-08-24
BDI,emdat,Kinama,BDI.2_1,alias,Kinama is a commune of Bujumbura Mairie.,manual review of crosswalk_unmatched,2026-08-24
BDI,emdat,Musaga,BDI.2_1,alias,Musaga is a commune of Bujumbura Mairie.,manual review of crosswalk_unmatched,2026-08-24
BDI,emdat,Murwi,BDI.6_1,alias,Murwi is a commune of Cibitoke province.,manual review of crosswalk_unmatched,2026-08-24
BDI,emdat,Rugombo,BDI.6_1,alias,Rugombo is a commune of Cibitoke province.,manual review of crosswalk_unmatched,2026-08-24
BDI,emdat,Buganda,BDI.6_1,alias,Buganda is a commune of Cibitoke province.,manual review of crosswalk_unmatched,2026-08-24
BDI,emdat,Gihanga,BDI.1_1,alias,Gihanga is a commune of Bubanza province.,manual review of crosswalk_unmatched,2026-08-24
BDI,emdat,Mpanda,BDI.1_1,alias,Mpanda is a commune of Bubanza province.,manual review of crosswalk_unmatched,2026-08-24
BDI,emdat,Rumonge,BDI.4_1,macro,Rumonge province was created in 2015 from parts of Bururi and Bujumbura Rural; this layer predates it.,manual review of crosswalk_unmatched,2026-08-24
BDI,emdat,Rumonge,BDI.3_1,macro,Rumonge province was created in 2015 from parts of Bururi and Bujumbura Rural; this layer predates it.,manual review of crosswalk_unmatched,2026-08-24
ETH,emdat,far,ETH.2_1,alias,EM-DAT's location text truncates 'Afar' to 'far' at the start of the string.,manual review of crosswalk_unmatched,2026-08-24
SOM,emdat,Ged,SOM.7_1,alias,EM-DAT's location text truncates 'Gedo' to 'Ged'.,manual review of crosswalk_unmatched,2026-08-24
SOM,emdat,Gaalkacyo,SOM.11_1,alias,Gaalkacyo is the capital city of Mudug region.,manual review of crosswalk_unmatched,2026-08-24
UGA,emdat,Eastern Uganda,UGA.4_1,macro,Country-qualified form of Uganda's Eastern macro-region.,manual review of crosswalk_unmatched,2026-08-24
UGA,emdat,Eastern Uganda,UGA.7_1,macro,Country-qualified form of Uganda's Eastern macro-region.,manual review of crosswalk_unmatched,2026-08-24
UGA,emdat,Eastern Uganda,UGA.10_1,macro,Country-qualified form of Uganda's Eastern macro-region.,manual review of crosswalk_unmatched,2026-08-24
UGA,emdat,Eastern Uganda,UGA.11_1,macro,Country-qualified form of Uganda's Eastern macro-region.,manual review of crosswalk_unmatched,2026-08-24
UGA,emdat,Eastern Uganda,UGA.14_1,macro,Country-qualified form of Uganda's Eastern macro-region.,manual review of crosswalk_unmatched,2026-08-24
UGA,emdat,Eastern Uganda,UGA.17_1,macro,Country-qualified form of Uganda's Eastern macro-region.,manual review of crosswalk_unmatched,2026-08-24
UGA,emdat,Eastern Uganda,UGA.20_1,macro,Country-qualified form of Uganda's Eastern macro-region.,manual review of crosswalk_unmatched,2026-08-24
UGA,emdat,Eastern Uganda,UGA.22_1,macro,Country-qualified form of Uganda's Eastern macro-region.,manual review of crosswalk_unmatched,2026-08-24
UGA,emdat,Eastern Uganda,UGA.29_1,macro,Country-qualified form of Uganda's Eastern macro-region.,manual review of crosswalk_unmatched,2026-08-24
UGA,emdat,Eastern Uganda,UGA.37_1,macro,Country-qualified form of Uganda's Eastern macro-region.,manual review of crosswalk_unmatched,2026-08-24
UGA,emdat,Eastern Uganda,UGA.38_1,macro,Country-qualified form of Uganda's Eastern macro-region.,manual review of crosswalk_unmatched,2026-08-24
UGA,emdat,Eastern Uganda,UGA.50_1,macro,Country-qualified form of Uganda's Eastern macro-region.,manual review of crosswalk_unmatched,2026-08-24
UGA,emdat,Eastern Uganda,UGA.54_1,macro,Country-qualified form of Uganda's Eastern macro-region.,manual review of crosswalk_unmatched,2026-08-24
UGA,emdat,Eastern Uganda,UGA.55_1,macro,Country-qualified form of Uganda's Eastern macro-region.,manual review of crosswalk_unmatched,2026-08-24
UGA,emdat,Eastern Uganda,UGA.56_1,macro,Country-qualified form of Uganda's Eastern macro-region.,manual review of crosswalk_unmatched,2026-08-24
ETH,emdat,Bonke,ETH.10_1,alias,Bonke is a woreda of Gamo Zone in the former SNNPR; this layer predates the 2020-23 split.,manual review of crosswalk_unmatched,2026-08-24
ETH,emdat,Kamba,ETH.10_1,alias,Kamba is a woreda of Gamo Zone in the former SNNPR; this layer predates the 2020-23 split.,manual review of crosswalk_unmatched,2026-08-24
ETH,emdat,Kuyile,ETH.10_1,alias,Kuyile is a woreda of Gamo Zone in the former SNNPR; this layer predates the 2020-23 split.,manual review of crosswalk_unmatched,2026-08-24
ETH,emdat,Laka,ETH.10_1,alias,Laka is a woreda of Gamo Zone in the former SNNPR; this layer predates the 2020-23 split.,manual review of crosswalk_unmatched,2026-08-24
ETH,emdat,Zuria,ETH.10_1,alias,Zuria is a woreda of Gamo Zone in the former SNNPR; this layer predates the 2020-23 split.,manual review of crosswalk_unmatched,2026-08-24
ETH,emdat,West Abaya,ETH.10_1,alias,West Abaya is a woreda of Gamo Zone in the former SNNPR; this layer predates the 2020-23 split.,manual review of crosswalk_unmatched,2026-08-24
ETH,emdat,Gacho Baba,ETH.10_1,alias,Gacho Baba is a woreda of Gamo Zone in the former SNNPR; this layer predates the 2020-23 split.,manual review of crosswalk_unmatched,2026-08-24
ETH,emdat,Mazo Doisa,ETH.10_1,alias,Mazo Doisa is a woreda of Gamo Zone in the former SNNPR; this layer predates the 2020-23 split.,manual review of crosswalk_unmatched,2026-08-24
